openalex_snapshot_date,peeringdb_rec_snapshot_date,period,iso_i,iso_j,association_strength,log1p_association_strength,knowledge_edge_present,inverse_ubiquity_weighted_shared_asns,shared_asn_count,shared_rec_any,shared_rec_count,shared_recs,shared_rec_any_2021,shared_rec_count_2021,shared_recs_2021,rec_tie_changed_2021_to_2025,distance_capital_km,contiguous_border,common_official_language,member_asn_geometric_mean,gdp_geometric_mean,log_member_asn_geometric_mean
2026-07-14,2026-07-15,current_2021_2025,BF,MW,0.0,0.0,0,0.23118279569892472,3,0,0,,0,0,,0,4887.234375,0,0,13.856406460551018,20301518858.308792,2.6287476860138907
2026-07-14,2026-07-15,current_2021_2025,BF,ML,0.0,0.0,0,0.06451612903225806,2,1,1,CEN-SAD,1,2,CEN-SAD|ECOWAS,1,687.3595581054688,1,1,8.94427190999916,28822375201.386,2.191013317336941
2026-07-14,2026-07-15,current_2021_2025,BF,MU,0.0,0.0,0,0.21836228287841192,4,0,0,,0,0,,0,7417.87255859375,0,1,18.33030277982336,21128096720.142918,2.908555579981602
2026-07-14,2026-07-15,current_2021_2025,BF,MA,0.3542804666281756,0.3032702923514969,1,0.06451612903225806,2,1,1,CEN-SAD,1,1,CEN-SAD,0,2471.662841796875,0,1,9.797958971132712,70982446217.00801,2.282174095733918
2026-07-14,2026-07-15,current_2021_2025,BF,MZ,0.0,0.0,0,0.06451612903225806,2,0,0,,0,0,,0,5650.37060546875,0,0,16.97056274847714,24842272220.655907,2.831480240067973
2026-07-14,2026-07-15,current_2021_2025,BF,NA,0.0,0.0,0,0.06451612903225806,2,0,0,,0,0,,0,4390.62646484375,0,0,9.797958971132712,20411493258.77495,2.282174095733918
2026-07-14,2026-07-15,current_2021_2025,BF,NG,0.3218700598326615,0.27904744600309117,1,2.9203824848986137,10,1,1,CEN-SAD,1,2,CEN-SAD|ECOWAS,1,1027.8394775390625,0,0,49.47726750741192,89631815369.30962,3.9015133218161084
2026-07-14,2026-07-15,current_2021_2025,BF,RW,0.0,0.0,0,0.3092713737875028,5,0,0,,0,0,,0,3850.262451171875,0,1,15.491933384829668,21267764062.008575,2.7403194616709956
2026-07-14,2026-07-15,current_2021_2025,BF,SN,18.77543435915977,2.9844404784774583,1,0.06451612903225806,2,1,1,CEN-SAD,1,2,CEN-SAD|ECOWAS,1,1726.9027099609375,0,1,8.94427190999916,31974842996.808937,2.191013317336941
2026-07-14,2026-07-15,current_2021_2025,BF,SL,0.0,0.0,0,0,0,1,1,CEN-SAD,1,2,CEN-SAD|ECOWAS,1,1340.966064453125,0,0,8.94427190999916,14360170985.196415,2.191013317336941
2026-07-14,2026-07-15,current_2021_2025,BF,ZA,0.0,0.0,0,0.920382484898614,8,0,0,,0,0,,0,5332.37890625,0,0,100.79682534683322,108636772987.5123,4.613106860566236
2026-07-14,2026-07-15,current_2021_2025,BF,SD,0.0,0.0,0,0.06451612903225806,2,1,1,CEN-SAD,1,1,CEN-SAD,0,3707.75244140625,0,0,8.0,40769240874.03925,2.0794415416798357
2026-07-14,2026-07-15,current_2021_2025,BF,TZ,0.0,0.0,0,0.49614006065618965,6,0,0,,0,0,,0,4622.7314453125,0,0,26.229754097208,49904119876.95787,3.2668944189666718
2026-07-14,2026-07-15,current_2021_2025,BF,TG,2.921615975541146,1.3665038075138158,1,0.15542521994134897,3,1,1,CEN-SAD,1,2,CEN-SAD|ECOWAS,1,762.0835571289062,1,1,12.0,18124214732.972767,2.4849066497880004
2026-07-14,2026-07-15,current_2021_2025,BF,TN,0.0,0.0,0,0.21836228287841192,4,1,1,CEN-SAD,1,1,CEN-SAD,0,2974.061767578125,0,1,8.0,39857847033.97282,2.0794415416798357
2026-07-14,2026-07-15,current_2021_2025,BF,UG,0.0,0.0,0,0.42038248489861396,6,0,0,,0,0,,0,4009.75,0,0,20.0,41382374800.51372,2.995732273553991
2026-07-14,2026-07-15,current_2021_2025,BF,ZM,0.0,0.0,0,0.21836228287841192,4,0,0,,0,0,,0,4521.54833984375,0,0,13.856406460551018,28246610364.230553,2.6287476860138907
2026-07-14,2026-07-15,current_2021_2025,BF,ZW,0.0,0.0,0,0.15384615384615385,2,0,0,,0,0,,0,4918.3408203125,0,0,5.656854249492381,37615818864.57664,1.7328679513998633
2026-07-14,2026-07-15,current_2021_2025,BI,CV,,,0,0,0,0,0,,0,0,,0,6165.72314453125,0,0,6.708203932499369,3206974711.9552693,1.90333124488516
2026-07-14,2026-07-15,current_2021_2025,BI,CM,0.017344325257276076,0.01719562933918731,1,0.18951612903225806,3,1,1,ECCAS,1,1,ECCAS,0,2136.52392578125,0,1,12.36931687685298,14081697677.328756,2.5152189606962176
2026-07-14,2026-07-15,current_2021_2025,BI,TD,0.0,0.0,0,0.06451612903225806,2,1,1,ECCAS,1,1,ECCAS,0,2345.845947265625,0,1,9.0,8499996846.130432,2.1972245773362196
2026-07-14,2026-07-15,current_2021_2025,BI,CG,0.0,0.0,0,0.06451612903225806,2,1,1,ECCAS,1,1,ECCAS,0,1566.956787109375,0,1,9.0,7407236782.49625,2.1972245773362196
2026-07-14,2026-07-15,current_2021_2025,BI,CD,20.985787712683056,3.090396231542107,1,0.17562724014336917,3,1,3,COMESA|EAC|ECCAS,1,2,COMESA|ECCAS,1,1559.9810791015625,1,1,16.431676725154983,17501191124.529243,2.7992109794991875
2026-07-14,2026-07-15,current_2021_2025,BI,CI,21.79829889703145,3.1266859233976247,1,0.18951612903225806,3,0,0,,0,0,,0,4007.384521484375,0,1,11.224972160321824,18322376101.88983,2.418140953475739
2026-07-14,2026-07-15,current_2021_2025,BI,DJ,0.0,0.0,0,0.06451612903225806,2,1,1,COMESA,1,1,COMESA,0,2262.604736328125,0,1,13.416407864998739,3944645815.61445,2.596478425445105
2026-07-14,2026-07-15,current_2021_2025,BI,EG,0.0,0.0,0,0.06451612903225806,2,1,1,COMESA,1,1,COMESA,0,3724.939453125,0,0,18.49324200890693,35056772784.82657,2.9174053685313024
2026-07-14,2026-07-15,current_2021_2025,BI,ET,0.02916546327287066,0.028748243995783886,1,0,0,1,1,COMESA,1,1,COMESA,0,1739.1214599609375,0,0,5.196152422706632,20619434192.03679,1.6479184330021646
2026-07-14,2026-07-15,current_2021_2025,BI,GA,0.0,0.0,0,0.06451612903225806,2,1,1,ECCAS,1,1,ECCAS,0,2252.700927734375,0,1,8.48528137423857,8490943731.672536,2.1383330595080277
2026-07-14,2026-07-15,current_2021_2025,BI,GM,0.0,0.0,0,0,0,0,0,,0,0,,0,5410.7421875,0,0,4.242640687119285,2954144685.8217354,1.4451858789480823
2026-07-14,2026-07-15,current_2021_2025,BI,GH,0.0,0.0,0,0.30062724014336917,4,0,0,,0,0,,0,3433.3515625,0,0,18.734993995195193,19603154126.495052,2.9303931117329327
2026-07-14,2026-07-15,current_2021_2025,BI,GN,0.0,0.0,0,0.06451612903225806,2,0,0,,0,0,,0,5195.5791015625,0,1,6.0,9766077128.46341,1.791759469228055
2026-07-14,2026-07-15,current_2021_2025,BI,KE,0.0,0.0,0,0.30062724014336917,4,1,2,COMESA|EAC,1,2,COMESA|EAC,0,867.4281005859375,0,0,39.230090491866065,21386993845.442093,3.6694440669194397
2026-07-14,2026-07-15,current_2021_2025,BI,LS,0.0,0.0,0,0,0,0,0,,0,0,,0,2894.7001953125,0,0,5.196152422706632,2942675055.851562,1.6479184330021646
2026-07-14,2026-07-15,current_2021_2025,BI,MG,0.0,0.0,0,0.06451612903225806,2,1,1,COMESA,1,1,COMESA,0,2625.145751953125,0,1,6.708203932499369,8125076646.595297,1.90333124488516
2026-07-14,2026-07-15,current_2021_2025,BI,MW,0.0,0.0,0,0.06451612903225806,2,1,1,COMESA,1,1,COMESA,0,1279.163818359375,0,0,10.392304845413264,7084894666.4741955,2.34106561356211
2026-07-14,2026-07-15,current_2021_2025,BI,ML,31.93976290608918,3.4946805269728065,1,0.06451612903225806,2,0,0,,0,0,,0,4492.95947265625,0,1,6.708203932499369,10058532751.39774,1.90333124488516
2026-07-14,2026-07-15,current_2021_2025,BI,MU,0.0,0.0,0,0.06451612903225806,2,1,1,COMESA,1,1,COMESA,0,3583.50244140625,0,1,13.74772708486752,7373356683.804367,2.6208735075298213
2026-07-14,2026-07-15,current_2021_2025,BI,MA,0.6731921946616455,0.5147332956584857,1,0.06451612903225806,2,0,0,,0,0,,0,5629.51025390625,0,1,7.3484692283495345,24771700980.902157,1.9944920232821373
2026-07-14,2026-07-15,current_2021_2025,BI,MZ,0.0,0.0,0,0.06451612903225806,2,0,0,,0,0,,0,2539.45166015625,0,0,12.727922061357855,8669542569.086731,2.543798167616192
2026-07-14,2026-07-15,current_2021_2025,BI,NA,0.0,0.0,0,0.06451612903225806,2,0,0,,0,0,,0,2510.536376953125,0,0,7.3484692283495345,7123273915.275697,1.9944920232821373
2026-07-14,2026-07-15,current_2021_2025,BI,NG,0.004497110265508831,0.004487028479773152,1,0.30062724014336917,4,0,0,,0,0,,0,2825.85986328125,0,0,37.107950630558946,31280022696.258636,3.6138312493643276
2026-07-14,2026-07-15,current_2021_2025,BI,RW,0.04768455753460258,0.04658254587195748,1,0.06451612903225806,2,1,3,COMESA|EAC|ECCAS,1,3,COMESA|EAC|ECCAS,0,180.00599670410156,1,1,11.61895003862225,7422098278.577195,2.452637389219215
2026-07-14,2026-07-15,current_2021_2025,BI,SN,9.388544308042912,2.3407036901985716,1,0.06451612903225806,2,0,0,,0,0,,0,5531.71435546875,0,1,6.708203932499369,11158691927.955242,1.90333124488516
2026-07-14,2026-07-15,current_2021_2025,BI,SL,0.0,0.0,0,0,0,0,0,,0,0,,0,4908.763671875,0,0,6.708203932499369,5011462419.77045,1.90333124488516
2026-07-14,2026-07-15,current_2021_2025,BI,ZA,0.0,0.0,0,0.30062724014336917,4,0,0,,0,0,,0,2491.7802734375,0,0,75.59761901012492,37912438911.29788,4.325424788114455
2026-07-14,2026-07-15,current_2021_2025,BI,SD,0.0,0.0,0,0.06451612903225806,2,1,1,COMESA,1,1,COMESA,0,2135.01416015625,0,0,6.0,14227791488.93418,1.791759469228055
2026-07-14,2026-07-15,current_2021_2025,BI,TZ,0.0,0.0,0,0.30062724014336917,4,1,1,EAC,1,1,EAC,0,777.695068359375,1,0,19.672315572906,17415713337.46018,2.979212346514891
2026-07-14,2026-07-15,current_2021_2025,BI,TG,5.551559444560835,1.8797031044489265,1,0.06451612903225806,2,0,0,,0,0,,0,3284.2275390625,0,1,9.0,6325051499.440806,2.1972245773362196
2026-07-14,2026-07-15,current_2021_2025,BI,TN,0.0,0.0,0,0.06451612903225806,2,1,1,COMESA,1,1,COMESA,0,4892.8447265625,0,1,6.0,13909730096.50287,1.791759469228055
2026-07-14,2026-07-15,current_2021_2025,BI,UG,0.029131857593632883,0.02871559013290404,1,0.30062724014336917,4,1,2,COMESA|EAC,1,2,COMESA|EAC,0,549.2127685546875,0,0,15.0,14441765099.274935,2.70805020110221
2026-07-14,2026-07-15,current_2021_2025,BI,ZM,0.0,0.0,0,0.06451612903225806,2,1,1,COMESA,1,1,COMESA,0,1351.626220703125,0,0,10.392304845413264,9857600335.829409,2.34106561356211
2026-07-14,2026-07-15,current_2021_2025,BI,ZW,6.533972301194307,2.0194224327558317,1,0,0,1,1,COMESA,1,1,COMESA,0,1621.19091796875,0,0,4.242640687119285,13127299307.44204,1.4451858789480823
2026-07-14,2026-07-15,current_2021_2025,CV,CM,,,0,0,0,0,0,,0,0,,0,4029.850341796875,0,0,9.219544457292887,13421541972.596502,2.2213256282451583
2026-07-14,2026-07-15,current_2021_2025,CV,TD,,,0,0,0,0,0,,0,0,,0,4170.38330078125,0,0,6.708203932499369,8101513542.7135935,1.90333124488516
2026-07-14,2026-07-15,current_2021_2025,CV,CG,,,0,0,0,0,0,,0,0,,0,4773.06787109375,0,0,6.708203932499369,7059982514.558076,1.90333124488516
2026-07-14,2026-07-15,current_2021_2025,CV,CD,,,0,0,0,0,0,,0,0,,0,4783.04833984375,0,0,12.24744871391589,16680728178.568659,2.5053176470481278
2026-07-14,2026-07-15,current_2021_2025,CV,CI,,,0,0,0,1,1,ECOWAS,1,1,ECOWAS,0,2183.939208984375,0,0,8.366600265340756,17463415670.76325,2.1242476210246797
2026-07-14,2026-07-15,current_2021_2025,CV,DJ,,,0,0,0,0,0,,0,0,,0,7204.087890625,0,0,10.0,3759719218.126236,2.302585092994046
2026-07-14,2026-07-15,current_2021_2025,CV,EG,,,0,0,0,0,0,,0,0,,0,5820.0615234375,0,0,13.784048752090222,33413297042.50429,2.623512036080243
2026-07-14,2026-07-15,current_2021_2025,CV,ET,,,0,0,0,0,0,,0,0,,0,6798.1796875,0,0,3.872983346207417,19652786744.965157,1.354025100551105
2026-07-14,2026-07-15,current_2021_2025,CV,GA,,,0,0,0,0,0,,0,0,,0,3964.701171875,0,0,6.324555320336759,8092884841.937338,1.8444397270569681
2026-07-14,2026-07-15,current_2021_2025,CV,GM,,,0,0,0,1,1,ECOWAS,1,1,ECOWAS,0,756.496337890625,0,0,3.1622776601683795,2815653183.473303,1.151292546497023
2026-07-14,2026-07-15,current_2021_2025,CV,GH,,,0,0,0,1,1,ECOWAS,1,1,ECOWAS,0,2748.257568359375,0,0,13.96424004376894,18684150301.538185,2.6364997792818734
2026-07-14,2026-07-15,current_2021_2025,CV,GN,,,0,0,0,1,1,ECOWAS,1,1,ECOWAS,0,1037.9788818359375,0,0,4.47213595499958,9308239467.341764,1.4978661367769956
2026-07-14,2026-07-15,current_2021_2025,CV,KE,,,0,0,0,0,0,,0,0,,0,6879.4619140625,0,0,29.24038303442689,20384362890.16508,3.37555073446838
2026-07-14,2026-07-15,current_2021_2025,CV,LS,,,0,0,0,0,0,,0,0,,0,7362.17724609375,0,0,3.872983346207417,2804721254.413167,1.354025100551105
2026-07-14,2026-07-15,current_2021_2025,CV,MG,,,0,0,0,0,0,,0,0,,0,8638.642578125,0,0,5.0,7744169754.362244,1.6094379124341003
2026-07-14,2026-07-15,current_2021_2025,CV,MW,,,0,0,0,0,0,,0,0,,0,7081.41796875,0,0,7.745966692414834,6752751927.816332,2.04717228111105
2026-07-14,2026-07-15,current_2021_2025,CV,ML,,,0,0,0,0,0,,1,1,ECOWAS,1,1695.377685546875,0,0,5.0,9586984651.926605,1.6094379124341003
2026-07-14,2026-07-15,current_2021_2025,CV,MU,,,0,0,0,0,0,,0,0,,0,9677.8212890625,0,0,10.246950765959598,7027690728.64927,2.3269801750787615
2026-07-14,2026-07-15,current_2021_2025,CV,MA,,,0,0,0,0,0,,0,0,,0,2706.494384765625,0,0,5.477225575051661,23610393580.81556,1.7005986908310777
2026-07-14,2026-07-15,current_2021_2025,CV,MZ,,,0,0,0,0,0,,0,0,,0,7585.96142578125,0,1,9.486832980505138,8263110893.336722,2.2499048351651325
2026-07-14,2026-07-15,current_2021_2025,CV,NA,,,0,0,0,0,0,,0,0,,0,6081.28955078125,0,0,5.477225575051661,6789331941.850817,1.7005986908310777
2026-07-14,2026-07-15,current_2021_2025,CV,NG,,,0,0,0,1,1,ECOWAS,1,1,ECOWAS,0,3395.54052734375,0,0,27.65863337187866,29813602531.569603,3.319937916913268
2026-07-14,2026-07-15,current_2021_2025,CV,RW,,,0,0,0,0,0,,0,0,,0,6189.03955078125,0,0,8.660254037844387,7074147297.668504,2.1587440567681555
2026-07-14,2026-07-15,current_2021_2025,CV,SN,,,0,0,0,1,1,ECOWAS,1,1,ECOWAS,0,651.8379516601562,0,0,5.0,10635567919.587324,1.6094379124341003
2026-07-14,2026-07-15,current_2021_2025,CV,SL,,,0,0,0,1,1,ECOWAS,1,1,ECOWAS,0,1322.1964111328125,0,0,5.0,4776523026.717783,1.6094379124341003
2026-07-14,2026-07-15,current_2021_2025,CV,ZA,,,0,0,0,0,0,,0,0,,0,7199.89208984375,0,0,56.34713834792323,36135088381.47497,4.031531455663396
2026-07-14,2026-07-15,current_2021_2025,CV,SD,,,0,0,0,0,0,,0,0,,0,5999.56103515625,0,0,4.47213595499958,13560786846.995108,1.4978661367769956
2026-07-14,2026-07-15,current_2021_2025,CV,TZ,,,0,0,0,0,0,,0,0,,0,6942.31494140625,0,0,14.66287829861518,16599257624.864103,2.6853190140638312
2026-07-14,2026-07-15,current_2021_2025,CV,TG,,,0,0,0,1,1,ECOWAS,1,1,ECOWAS,0,2884.79931640625,0,0,6.708203932499369,6028530516.974065,1.90333124488516
2026-07-14,2026-07-15,current_2021_2025,CV,TN,,,0,0,0,0,0,,0,0,,0,4128.66650390625,0,0,4.47213595499958,13257636301.784063,1.4978661367769956
2026-07-14,2026-07-15,current_2021_2025,CV,UG,,,0,0,0,0,0,,0,0,,0,6374.17529296875,0,0,11.180339887498949,13764729287.602966,2.4141568686511508
2026-07-14,2026-07-15,current_2021_2025,CV,ZM,,,0,0,0,0,0,,0,0,,0,6621.0498046875,0,0,7.745966692414834,9395472029.585098,2.04717228111105
2026-07-14,2026-07-15,current_2021_2025,CV,ZW,,,0,0,0,0,0,,0,0,,0,7006.87158203125,0,0,3.1622776601683795,12511886185.8063,1.151292546497023
2026-07-14,2026-07-15,current_2021_2025,CM,TD,17.263791150198543,2.9049204741094714,1,0.06451612903225806,2,1,1,ECCAS,1,1,ECCAS,0,1001.2564697265625,1,1,12.36931687685298,35573421895.71612,2.5152189606962176
2026-07-14,2026-07-15,current_2021_2025,CM,CG,10.520465195211978,2.4441250359812505,1,0.06451612903225806,2,1,1,ECCAS,1,1,ECCAS,0,990.0675048828125,1,1,12.36931687685298,31000100813.58594,2.5152189606962176
2026-07-14,2026-07-15,current_2021_2025,CM,CD,0.0,0.0,0,0.21836228287841192,4,1,1,ECCAS,1,1,ECCAS,0,999.9087524414062,0,1,22.58317958127243,73244410182.79501,3.1172053628591856
2026-07-14,2026-07-15,current_2021_2025,CM,CI,0.0656820275841926,0.06361499567936449,1,0.5228494623655914,4,0,0,,0,0,,0,1890.2130126953125,0,1,15.427248620541512,76681159652.57523,2.7361353368357375
2026-07-14,2026-07-15,current_2021_2025,CM,DJ,0.0,0.0,0,0.06451612903225806,2,0,0,,0,0,,0,3590.3173828125,0,1,18.439088914585774,16508776693.47676,2.9144728088051037
2026-07-14,2026-07-15,current_2021_2025,CM,EG,0.5413036745859595,0.4326286002499371,1,0.06451612903225806,2,0,0,,0,0,,0,3579.672119140625,0,0,25.41653005427767,146716450741.3463,3.235399751891301
2026-07-14,2026-07-15,current_2021_2025,CM,ET,0.49945452879526125,0.40510139450256355,1,0,0,0,0,,0,0,,0,3074.590576171875,0,1,7.14142842854285,86294600461.90512,1.9659128163621629
2026-07-14,2026-07-15,current_2021_2025,CM,GA,13.404826069565926,2.667563294153699,1,0.3978494623655914,3,1,1,ECCAS,1,1,ECCAS,0,451.0076904296875,1,1,11.661903789690601,35535533615.766045,2.456327442868026
2026-07-14,2026-07-15,current_2021_2025,CM,GM,0.0,0.0,0,0,0,0,0,,0,0,,0,3274.43310546875,0,1,5.830951894845301,12363420499.098825,1.7631802623080808
2026-07-14,2026-07-15,current_2021_2025,CM,GH,0.08222120001374965,0.07901559577196172,1,0.18951612903225806,3,0,0,,0,0,,0,1318.7957763671875,0,1,25.748786379167466,82041356585.44644,3.2483874950929312
2026-07-14,2026-07-15,current_2021_2025,CM,GN,12.186205517787204,2.5791712466296497,1,0.06451612903225806,2,0,0,,0,0,,0,3074.166748046875,0,1,8.246211251235321,40872107160.26208,2.1097538525880535
2026-07-14,2026-07-15,current_2021_2025,CM,KE,0.8707528809530035,0.6263409599760779,1,0.3433622828784119,5,0,0,,0,0,,0,2873.43212890625,0,1,53.91660226683428,89506922051.54744,3.9874384502794378
2026-07-14,2026-07-15,current_2021_2025,CM,LS,0.0,0.0,0,0,0,0,0,,0,0,,0,4066.015869140625,0,1,7.14142842854285,12315418835.886152,1.9659128163621629
2026-07-14,2026-07-15,current_2021_2025,CM,MG,1.7113799516505033,0.9974577125406998,1,0.21836228287841192,4,0,0,,0,0,,0,4682.8701171875,0,1,9.219544457292887,34004339615.249027,2.2213256282451583
2026-07-14,2026-07-15,current_2021_2025,CM,MW,0.0,0.0,0,0.06451612903225806,2,0,0,,0,0,,0,3161.212646484375,0,1,14.2828568570857,29651063596.797962,2.659059996922108
2026-07-14,2026-07-15,current_2021_2025,CM,ML,6.961360339727782,2.074599882205798,1,0.06451612903225806,2,0,0,,0,0,,0,2359.123046875,0,1,9.219544457292887,42096066115.62964,2.2213256282451583
2026-07-14,2026-07-15,current_2021_2025,CM,MU,0.45837420002423657,0.37732225362259686,1,0.21836228287841192,4,0,0,,0,0,,0,5689.97265625,0,1,18.894443627691185,30858308873.370865,2.9388678908898194
2026-07-14,2026-07-15,current_2021_2025,CM,MA,1.3337421675943777,0.8474730597222085,1,0.06451612903225806,2,0,0,,0,0,,0,3860.3193359375,0,1,10.099504938362077,103672293769.06467,2.3124864066421353
2026-07-14,2026-07-15,current_2021_2025,CM,MZ,0.0,0.0,0,0.06451612903225806,2,0,0,,0,0,,0,4021.398681640625,0,0,17.4928556845359,36282989398.21283,2.8617925509761903
2026-07-14,2026-07-15,current_2021_2025,CM,NA,0.6625232990697543,0.508336507927718,1,0.06451612903225806,2,0,0,,0,0,,0,3002.200927734375,0,1,10.099504938362077,29811684975.17859,2.3124864066421353
2026-07-14,2026-07-15,current_2021_2025,CM,NG,0.659730156093211,0.5066550325843457,1,1.343362282878412,6,0,0,,0,0,,0,763.3946533203125,1,1,51.0,130910336135.9658,3.9318256327243257
2026-07-14,2026-07-15,current_2021_2025,CM,RW,0.008908270464754816,0.008868825905540204,1,0.21836228287841192,4,1,1,ECCAS,1,1,ECCAS,0,2161.496337890625,0,1,15.968719422671311,31062297809.615376,2.770631772579213
2026-07-14,2026-07-15,current_2021_2025,CM,SN,4.384841565620583,1.6835878887494578,1,0.06451612903225806,2,0,0,,0,0,,0,3395.3134765625,0,1,9.219544457292887,46700353299.32904,2.2213256282451583
2026-07-14,2026-07-15,current_2021_2025,CM,SL,0.0,0.0,0,0,0,0,0,,0,0,,0,2791.564208984375,0,1,9.219544457292887,20973521543.620228,2.2213256282451583
2026-07-14,2026-07-15,current_2021_2025,CM,ZA,1.0498760295012082,0.7177793179076813,1,0.6766956162117452,6,0,0,,0,0,,0,3753.21484375,0,1,103.89898940798221,158667727635.82135,4.643419171474454
2026-07-14,2026-07-15,current_2021_2025,CM,SD,0.3766609765854265,0.31966098506536483,1,0.06451612903225806,2,0,0,,0,0,,0,2643.876708984375,0,0,8.246211251235321,59544872597.281906,2.1097538525880535
2026-07-14,2026-07-15,current_2021_2025,CM,TZ,0.0,0.0,0,0.3433622828784119,5,0,0,,0,0,,0,2913.880615234375,0,1,27.03701166919155,72886676240.39897,3.2972067298748895
2026-07-14,2026-07-15,current_2021_2025,CM,TG,1.03712387385423,0.7115389473025383,1,0.06451612903225806,2,0,0,,0,0,,0,1156.2476806640625,0,1,12.36931687685298,26471036351.52184,2.5152189606962176
2026-07-14,2026-07-15,current_2021_2025,CM,TN,0.9694085816729604,0.6777332853283977,1,0.21836228287841192,4,0,0,,0,0,,0,3673.42529296875,0,1,8.246211251235321,58213750679.648636,2.1097538525880535
2026-07-14,2026-07-15,current_2021_2025,CM,UG,0.7455973958931765,0.5570968442836732,1,0.3433622828784119,5,0,0,,0,0,,0,2375.223388671875,0,1,20.615528128088304,60440375696.04675,3.0260445844622086
2026-07-14,2026-07-15,current_2021_2025,CM,ZM,0.0,0.0,0,0.21836228287841192,4,0,0,,0,0,,0,2833.390625,0,1,14.2828568570857,41255141851.66457,2.659059996922108
2026-07-14,2026-07-15,current_2021_2025,CM,ZW,0.0,0.0,0,0.15384615384615385,2,0,0,,0,0,,0,3228.248779296875,0,1,5.830951894845301,54939191751.29678,1.7631802623080808
2026-07-14,2026-07-15,current_2021_2025,TD,CG,0.0,0.0,0,0.06451612903225806,2,1,1,ECCAS,1,1,ECCAS,0,1825.5162353515625,0,1,9.0,18712286343.81469,2.1972245773362196
2026-07-14,2026-07-15,current_2021_2025,TD,CD,0.0,0.0,0,0.06451612903225806,2,1,1,ECCAS,1,1,ECCAS,0,1833.0616455078125,0,1,16.431676725154983,44211803847.54161,2.7992109794991875
2026-07-14,2026-07-15,current_2021_2025,TD,CI,0.0,0.0,0,0.06451612903225806,2,1,1,CEN-SAD,1,1,CEN-SAD,0,2301.473388671875,0,1,11.224972160321824,46286295171.2052,2.418140953475739
2026-07-14,2026-07-15,current_2021_2025,TD,DJ,0.0,0.0,0,0.06451612903225806,2,1,1,CEN-SAD,1,1,CEN-SAD,0,3067.0361328125,0,1,13.416407864998739,9965030711.740366,2.596478425445105
2026-07-14,2026-07-15,current_2021_2025,TD,EG,0.0,0.0,0,0.06451612903225806,2,1,1,CEN-SAD,1,1,CEN-SAD,0,2603.49267578125,0,1,18.49324200890693,88561009982.81497,2.9174053685313024
2026-07-14,2026-07-15,current_2021_2025,TD,ET,0.0,0.0,0,0,0,0,0,,0,0,,0,2631.0771484375,0,0,5.196152422706632,52089162015.25937,1.6479184330021646
2026-07-14,2026-07-15,current_2021_2025,TD,GA,0.0,0.0,0,0.06451612903225806,2,1,1,ECCAS,1,1,ECCAS,0,1448.3968505859375,0,1,8.48528137423857,21449965095.17959,2.1383330595080277
2026-07-14,2026-07-15,current_2021_2025,TD,GM,0.0,0.0,0,0,0,1,1,CEN-SAD,1,1,CEN-SAD,0,3433.798583984375,0,0,4.242640687119285,7462810071.467131,1.4451858789480823
2026-07-14,2026-07-15,current_2021_2025,TD,GH,0.0,0.0,0,0.06451612903225806,2,1,1,CEN-SAD,1,1,CEN-SAD,0,1828.93212890625,0,0,18.734993995195193,49521818193.21956,2.9303931117329327
2026-07-14,2026-07-15,current_2021_2025,TD,GN,0.0,0.0,0,0.06451612903225806,2,1,1,CEN-SAD,1,1,CEN-SAD,0,3367.044677734375,0,1,6.0,24671228563.31876,1.791759469228055
2026-07-14,2026-07-15,current_2021_2025,TD,KE,0.0,0.0,0,0.06451612903225806,2,0,0,,0,0,,0,2841.37744140625,0,0,39.230090491866065,54028184142.163605,3.6694440669194397
2026-07-14,2026-07-15,current_2021_2025,TD,LS,0.0,0.0,0,0,0,0,0,,0,0,,0,4808.349609375,0,0,5.196152422706632,7433835299.016673,1.6479184330021646
2026-07-14,2026-07-15,current_2021_2025,TD,MG,0.0,0.0,0,0.06451612903225806,2,0,0,,0,0,,0,4965.478515625,0,1,6.708203932499369,20525705501.38341,1.90333124488516
2026-07-14,2026-07-15,current_2021_2025,TD,MW,0.0,0.0,0,0.06451612903225806,2,0,0,,0,0,,0,3574.3720703125,0,0,10.392304845413264,17897980260.076523,2.34106561356211
2026-07-14,2026-07-15,current_2021_2025,TD,ML,0.0,0.0,0,0.06451612903225806,2,1,1,CEN-SAD,1,1,CEN-SAD,0,2496.20849609375,0,1,6.708203932499369,25410034884.744553,1.90333124488516
2026-07-14,2026-07-15,current_2021_2025,TD,MU,0.0,0.0,0,0.564516129032258,3,0,0,,0,0,,0,5883.8427734375,0,1,13.74772708486752,18626697867.747967,2.6208735075298213
2026-07-14,2026-07-15,current_2021_2025,TD,MA,0.0,0.0,0,0.06451612903225806,2,1,1,CEN-SAD,1,1,CEN-SAD,0,3288.64794921875,0,1,7.3484692283495345,62578688327.25289,1.9944920232821373
2026-07-14,2026-07-15,current_2021_2025,TD,MZ,0.0,0.0,0,0.06451612903225806,2,0,0,,0,0,,0,4652.67626953125,0,0,12.727922061357855,21901144486.969,2.543798167616192
2026-07-14,2026-07-15,current_2021_2025,TD,NA,0.0,0.0,0,0.06451612903225806,2,0,0,,0,0,,0,3872.68017578125,0,0,7.3484692283495345,17994934564.94379,1.9944920232821373
