openalex_snapshot_date,peeringdb_rec_snapshot_date,macro_reference_year,period,iso_i,iso_j,coauth_full,coauth_fractional,association_strength,log1p_association_strength,knowledge_edge_present,network_primary_defined,network_defined_excluding_ambiguous_ixps,shared_asn_count,inverse_ubiquity_weighted_shared_asns,asn_jaccard_similarity,asn_cosine_similarity,inverse_ubiquity_excluding_asns_ge_25pct,inverse_ubiquity_excluding_asns_ge_50pct,inverse_ubiquity_excluding_ambiguous_ixps,shared_asn_count_operational_only,shared_asn_count_zero_coded_55,inverse_ubiquity_zero_coded_55,member_asns_i,member_asns_j,member_asn_geometric_mean,log_member_asn_geometric_mean,log1p_member_asn_geometric_mean,shared_rec_any,shared_rec_count,shared_recs,shared_rec_any_2021,shared_rec_count_2021,shared_recs_2021,rec_tie_changed_2021_to_2025,distance_capital_km,log_distance_capital_km,distance_population_weighted_km,contiguous_border,common_official_language,gdp_current_usd_i,gdp_current_usd_j,gdp_geometric_mean,log_gdp_geometric_mean,population_i,population_j,population_geometric_mean,log_population_geometric_mean,h2_control_complete,h2_outcome_defined,h2_model_complete
2026-07-14,2026-07-15,2025,current_2021_2025,AO,TN,0,0.0,0.0,0.0,0,1,1,2,0.06451612903225806,0.06451612903225806,0.18569533817705186,0,0,0.06451612903225806,2,2,0.06451612903225806,29,4,10.770329614269007,2.3767950955531822,2.4655819254908544,0,0,,0,0,,0,5092.5341796875,8.535530859848196,5108.719240272522,0,0,122174889423.635,57502836548.0878,83817675324.52797,25.15190974492044,39040039.0,12348573.0,21956520.022862162,16.904574693143807,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,AO,UG,0,0.0,0.0,0.0,0,1,1,3,0.17562724014336917,0.058823529411764705,0.11141720290623112,0,0.1111111111111111,0.17562724014336917,3,3,0.17562724014336917,29,25,26.92582403567252,3.2930858274273374,3.3295518534069948,0,0,,0,0,,0,2373.8974609375,7.772288381708356,2384.5239129116057,0,0,122174889423.635,61985829288.1496,87023628050.7311,25.18944550551799,39040039.0,51384894.0,44789153.438872516,17.617476557332225,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,AO,ZM,0,0.0,0.0,0.0,0,1,1,3,0.23118279569892472,0.07894736842105263,0.1608168802256692,0.16666666666666666,0.16666666666666666,0.23118279569892472,3,3,0.23118279569892472,29,12,18.65475810617763,2.9261012398872372,2.978319451811454,1,1,SADC,1,1,SADC,0,1791.821533203125,7.490987997728908,1683.3368200981379,1,0,122174889423.635,28879806220.1264,59400228379.35851,24.807563908077963,39040039.0,21913874.0,29249247.77838032,17.191364414333,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,AO,ZW,0,0.0,0.0,0.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,29,2,7.615773105863909,2.0302215052732095,2.153594605461833,1,1,SADC,1,1,SADC,0,2170.011962890625,7.682487959372132,2048.6605898272037,0,0,122174889423.635,51215643905.5886,79102880041.91473,25.094015121195174,39040039.0,16950795.0,25724690.433142338,17.06296180591489,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,BJ,BW,0,0.0,0.0,0.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,5,1,2.23606797749979,0.8047189562170503,1.1743590056195488,0,0,,0,0,,0,4287.5576171875,8.36347252979498,4329.824397199059,0,0,24566420903.5337,19928479839.4476,22126260951.716526,23.82003101838439,14814460.0,2562122.0,6160880.934097006,15.633730334066904,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,BJ,BF,2,0.3333333333333333,1.3530569481320907,0.855715311803433,1,1,1,2,0.06451612903225806,0.10526315789473684,0.22360679774997896,0,0,0.06451612903225806,2,2,0.06451612903225806,5,16,8.94427190999916,2.191013317336941,2.2969966979615934,1,1,CEN-SAD,1,2,CEN-SAD|ECOWAS,1,812.4222412109375,6.700020206499056,724.0909575441838,1,1,24566420903.5337,27627297461.3181,26051944608.06848,23.983358251421816,14814460.0,24074580.0,18885229.74249453,16.753890679397273,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,BJ,BI,2,0.3333333333333333,2.5710347089815815,1.27285538824628,1,1,1,2,0.06451612903225806,0.16666666666666666,0.29814239699997197,0,0,0.06451612903225806,2,2,0.06451612903225806,5,9,6.708203932499369,1.90333124488516,2.0422852074542566,0,0,,0,0,,0,3146.212646484375,8.053954673986318,3278.666123072052,0,1,24566420903.5337,3364713864.08488,9091698246.48093,22.930627553481514,14814460.0,14390003.0,14600689.15645354,16.49657928806138,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,BJ,CM,1,1.0,1.4409364632518655,0.8923817620888045,1,1,1,2,0.06451612903225806,0.1,0.21693045781865616,0,0,0.06451612903225806,2,2,0.06451612903225806,5,17,9.219544457292887,2.2213256282451583,2.324302010131721,0,0,,0,0,,0,1011.89306640625,6.919578178657935,1091.018920015335,0,1,24566420903.5337,58933453923.761,38049757349.95064,24.362160544097126,14814460.0,29879337.0,21039159.745888617,16.861896009004408,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,BJ,TD,0,0.0,0.0,0.0,0,1,1,2,0.06451612903225806,0.16666666666666666,0.29814239699997197,0,0,0.06451612903225806,2,2,0.06451612903225806,5,9,6.708203932499369,1.90333124488516,2.0422852074542566,1,1,CEN-SAD,1,1,CEN-SAD,0,1480.296142578125,7.29999744307813,1598.4263344276428,0,1,24566420903.5337,21472835225.4338,22967601270.92578,23.857350419414455,14814460.0,21003705.0,17639686.71984568,16.68566184873928,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,BJ,CG,1,0.1,1.7200371419779883,1.0006455353536416,1,1,1,2,0.06451612903225806,0.16666666666666666,0.29814239699997197,0,0,0.06451612903225806,2,2,0.06451612903225806,5,9,6.708203932499369,1.90333124488516,2.0422852074542566,0,0,,0,0,,0,1827.7882080078125,7.51086188534985,1873.6976760324953,0,1,24566420903.5337,16306633778.765,20014885184.00546,23.71974209287714,14814460.0,6484437.0,9801195.46581028,16.09801492250825,1,1,1
