frame,n,bootstrap_seed,bootstrap_draws,bootstrap_unit,rho_observed,rho_bootstrap_percentile_95_low,rho_bootstrap_percentile_95_high,rho_leave_one_country_out_min,rho_leave_one_country_out_max,median_gap_observed,median_gap_bootstrap_percentile_95_low,median_gap_bootstrap_percentile_95_high,median_gap_leave_one_country_out_min,median_gap_leave_one_country_out_max,interpretive_status
C39,39,2026071601,10000,country; paired resampling of the two observed C39 position values,0.3337389718568079,-0.05008850958022268,0.6368382543995804,0.27964082908615345,0.40061397771903484,15.78947368421052,5.2631578947368425,30.263157894736842,14.473684210526315,15.789473684210526,Descriptive uncertainty only; not a new Gate A significance or equivalence test.
